city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Masters,20,210,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,12,90,0
0.924,Male,Has relevent experience,no_enrollment,Masters,20,30,0
0.884,Male,Has relevent experience,no_enrollment,High School,10,6,0
0.92,Male,Has relevent experience,Full time course,Graduate,1,91,1
0.866,Male,Has relevent experience,no_enrollment,Phd,20,116,1
0.924,Male,Has relevent experience,no_enrollment,High School,6,82,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,64,0
0.624,Male,No relevent experience,Full time course,Graduate,4,17,0
0.924,Male,No relevent experience,Full time course,Graduate,6,51,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,62,0
0.92,Male,No relevent experience,Full time course,High School,4,44,0
0.887,Other,No relevent experience,no_enrollment,High School,2,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,18,1
0.887,Male,No relevent experience,no_enrollment,Masters,20,3,1
0.924,Male,Has relevent experience,no_enrollment,Masters,20,35,0
0.843,Male,No relevent experience,Full time course,High School,3,35,0
0.727,Male,Has relevent experience,no_enrollment,Masters,20,85,0
0.92,Male,No relevent experience,no_enrollment,Primary School,3,99,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,4,0
0.92,Male,No relevent experience,Full time course,Graduate,4,28,1
0.884,Male,Has relevent experience,Part time course,Masters,2,15,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,18,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,17,0
0.848,Male,No relevent experience,no_enrollment,Graduate,2,18,0
0.55,Male,Has relevent experience,Full time course,Graduate,5,74,1
0.698,Male,Has relevent experience,Part time course,Graduate,11,17,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,17,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,7,105,0
0.855,Male,No relevent experience,Full time course,High School,2,12,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,9,0
0.926,Male,No relevent experience,no_enrollment,Phd,20,9,0
0.698,Male,Has relevent experience,Full time course,Graduate,8,56,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,101,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,83,0
0.802,Male,Has relevent experience,no_enrollment,Graduate,14,130,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,91,0
0.903,Male,No relevent experience,no_enrollment,Graduate,2,25,1
0.924,Female,Has relevent experience,no_enrollment,Masters,18,150,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,60,0
0.92,Female,Has relevent experience,Part time course,Graduate,10,80,0
0.804,Male,Has relevent experience,Full time course,High School,10,69,0
0.691,Male,Has relevent experience,no_enrollment,Graduate,12,40,1
0.899,Female,No relevent experience,Full time course,Graduate,5,70,1
0.92,Male,No relevent experience,Full time course,Graduate,2,42,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,7,5,0
0.92,Female,No relevent experience,no_enrollment,Phd,13,79,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,15,36,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,7,26,0
0.939,Male,No relevent experience,Full time course,Graduate,13,145,0
0.939,Female,Has relevent experience,no_enrollment,Masters,15,84,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,4,129,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,35,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,20,121,1
0.855,Male,Has relevent experience,no_enrollment,Phd,20,92,0
0.698,Male,Has relevent experience,no_enrollment,Phd,10,74,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,33,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,49,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10,0
0.897,Female,Has relevent experience,no_enrollment,Masters,6,17,0
0.804,Male,Has relevent experience,no_enrollment,Phd,7,7,1
0.624,Female,No relevent experience,no_enrollment,Masters,3,57,1
0.92,Male,No relevent experience,Full time course,Graduate,12,92,0
0.897,Male,Has relevent experience,no_enrollment,Masters,18,216,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,4,45,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,266,0
0.856,Male,Has relevent experience,no_enrollment,Graduate,20,73,0
0.691,Other,No relevent experience,Full time course,High School,3,151,1
0.855,Male,Has relevent experience,no_enrollment,Masters,7,102,1
0.743,Male,Has relevent experience,no_enrollment,Graduate,7,166,0
0.804,Male,No relevent experience,no_enrollment,Graduate,3,38,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,52,0
0.624,Male,Has relevent experience,no_enrollment,Masters,1,30,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,89,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,100,0
0.92,Male,No relevent experience,Full time course,Graduate,5,56,1
0.7759999999999999,Male,Has relevent experience,no_enrollment,High School,3,28,0
0.92,Male,Has relevent experience,Full time course,Graduate,8,34,1
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,20,188,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,14,111,0
0.89,Male,Has relevent experience,no_enrollment,Masters,7,27,0
0.762,Female,Has relevent experience,Part time course,Masters,6,41,0
0.926,Male,No relevent experience,Part time course,High School,3,108,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,7,10,0
0.897,Male,Has relevent experience,no_enrollment,Masters,20,26,0
0.624,Male,No relevent experience,Full time course,Graduate,4,158,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,1,48,0
0.865,Male,Has relevent experience,Full time course,Graduate,6,92,0
0.878,Male,Has relevent experience,Full time course,Graduate,10,99,1
0.92,Male,No relevent experience,no_enrollment,Graduate,1,48,1
0.895,Male,Has relevent experience,no_enrollment,Graduate,4,55,0
0.939,Male,Has relevent experience,Full time course,Phd,20,50,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,12,48,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,11,76,1
0.843,Male,Has relevent experience,no_enrollment,Graduate,3,170,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,9,33,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,4,40,1
0.91,Male,Has relevent experience,no_enrollment,Masters,10,51,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,50,1
0.92,Male,No relevent experience,Full time course,Graduate,3,8,1
0.92,Male,Has relevent experience,no_enrollment,High School,4,42,0
0.899,Male,Has relevent experience,no_enrollment,Graduate,12,96,0
0.563,Male,Has relevent experience,no_enrollment,Masters,6,103,1
0.804,Male,Has relevent experience,no_enrollment,Graduate,20,55,0
0.893,Male,Has relevent experience,no_enrollment,Graduate,5,55,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,11,15,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,27,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,14,0
0.903,Male,Has relevent experience,no_enrollment,Masters,20,12,0
0.92,Female,Has relevent experience,no_enrollment,Masters,4,206,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,6,58,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,24,0
0.836,Male,Has relevent experience,no_enrollment,Masters,6,28,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,11,45,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,5,42,0
0.884,Male,Has relevent experience,Part time course,Graduate,8,69,0
0.897,Male,No relevent experience,Full time course,Graduate,7,128,0
0.903,Male,No relevent experience,no_enrollment,Masters,7,18,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,46,0
0.92,Male,Has relevent experience,Full time course,Graduate,4,40,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,12,32,1
0.899,Male,Has relevent experience,no_enrollment,Graduate,12,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,33,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,3,0
0.92,Male,Has relevent experience,Full time course,Masters,20,139,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,62,1
0.624,Female,Has relevent experience,no_enrollment,Graduate,2,72,1
0.897,Male,Has relevent experience,no_enrollment,Masters,9,52,0
0.691,Female,Has relevent experience,no_enrollment,Graduate,9,31,0
0.926,Male,Has relevent experience,no_enrollment,High School,14,25,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,11,107,1
0.939,Male,Has relevent experience,no_enrollment,Phd,14,158,0
0.92,Male,No relevent experience,Full time course,Graduate,7,152,1
0.92,Male,No relevent experience,Part time course,Graduate,7,10,0
0.903,Male,Has relevent experience,no_enrollment,Graduate,16,174,1
0.92,Male,Has relevent experience,Full time course,Graduate,3,43,0
0.624,Male,Has relevent experience,no_enrollment,Masters,3,13,1
0.924,Male,Has relevent experience,no_enrollment,Masters,3,102,0
0.926,Male,No relevent experience,Full time course,Graduate,6,16,0
0.624,Male,Has relevent experience,Full time course,Masters,1,20,1
0.926,Male,Has relevent experience,no_enrollment,Masters,10,21,0
0.92,Female,Has relevent experience,no_enrollment,Masters,8,52,0
0.897,Male,No relevent experience,Part time course,Masters,2,6,0
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,20,20,0
0.92,Male,Has relevent experience,no_enrollment,Masters,11,37,0
0.887,Male,No relevent experience,Full time course,High School,4,82,0
0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,11,58,0
0.855,Female,Has relevent experience,no_enrollment,Masters,9,149,0
0.91,Male,No relevent experience,no_enrollment,High School,10,52,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,12,81,0
0.893,Male,Has relevent experience,no_enrollment,Graduate,9,10,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,4,25,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,50,0
0.855,Male,Has relevent experience,Part time course,High School,14,53,0
0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,8,25,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,14,40,0
0.743,Male,Has relevent experience,no_enrollment,Masters,6,28,0
0.698,Male,Has relevent experience,no_enrollment,Masters,6,35,1
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,20,86,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,9,163,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,248,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,31,0
0.926,Male,Has relevent experience,no_enrollment,Masters,14,38,0
0.926,Male,No relevent experience,Full time course,Masters,18,83,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,14,69,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,15,57,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,10,9,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,20,19,0
0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,7,63,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,18,0
0.897,Male,Has relevent experience,Part time course,Graduate,3,46,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,29,0
0.8270000000000001,Male,No relevent experience,Part time course,Graduate,9,8,1
0.92,Male,Has relevent experience,Full time course,Masters,15,34,0
0.624,Male,No relevent experience,Full time course,Graduate,1,81,1
0.92,Male,No relevent experience,no_enrollment,Graduate,20,8,1
0.624,Male,Has relevent experience,no_enrollment,Masters,17,50,0
0.92,Male,No relevent experience,no_enrollment,Primary School,6,336,0
0.7959999999999999,Male,No relevent experience,Full time course,High School,6,41,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,20,17,0
0.887,Male,Has relevent experience,Part time course,Graduate,6,79,0
0.926,Male,Has relevent experience,Full time course,High School,18,43,0
0.878,Male,Has relevent experience,no_enrollment,Masters,19,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,222,0
0.624,Male,No relevent experience,no_enrollment,Masters,3,28,1
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,10,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,17,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,14,10,0
0.743,Male,Has relevent experience,Full time course,Masters,20,70,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,22,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,2,155,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,5,18,0
0.926,Male,No relevent experience,Full time course,Graduate,14,28,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,20,42,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,15,4,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,20,90,0
0.8270000000000001,Male,Has relevent experience,no_enrollment,Phd,18,18,0
0.624,Male,Has relevent experience,Full time course,Masters,11,7,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,45,1
0.682,Male,Has relevent experience,no_enrollment,Graduate,5,63,0
0.91,Male,Has relevent experience,no_enrollment,Masters,12,77,0
0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,5,122,0
0.923,Male,No relevent experience,no_enrollment,Graduate,14,84,0
0.926,Male,No relevent experience,no_enrollment,Masters,20,40,0
0.923,Male,Has relevent experience,Part time course,Graduate,5,70,1
0.897,Male,Has relevent experience,no_enrollment,Masters,19,88,1
0.884,Male,Has relevent experience,no_enrollment,Masters,8,153,0
0.926,Male,No relevent experience,Full time course,High School,5,160,0
0.897,Male,Has relevent experience,no_enrollment,Masters,11,16,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,13,224,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,11,45,0
0.91,Male,Has relevent experience,no_enrollment,Masters,3,69,0
0.884,Male,No relevent experience,no_enrollment,Masters,6,6,0
0.92,Male,Has relevent experience,no_enrollment,High School,11,119,0
0.887,Male,Has relevent experience,no_enrollment,Masters,10,53,1
0.624,Female,Has relevent experience,no_enrollment,Graduate,6,9,1
0.878,Male,Has relevent experience,no_enrollment,Graduate,16,54,0
0.92,Male,No relevent experience,Full time course,Graduate,6,116,1
0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,1,9,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,12,78,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,50,0
0.698,Male,No relevent experience,Full time course,Masters,5,20,0
0.92,Female,Has relevent experience,Full time course,Graduate,7,56,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,15,50,0
0.924,Female,Has relevent experience,no_enrollment,Masters,2,28,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,130,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,19,0
0.923,Male,Has relevent experience,no_enrollment,Masters,13,46,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,78,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,16,32,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,1,62,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,11,96,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,5,20,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,1,30,0
0.926,Male,Has relevent experience,Part time course,Graduate,13,38,0
0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,10,26,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,15,162,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,14,29,0
0.91,Female,No relevent experience,Full time course,High School,2,32,0
0.897,Male,Has relevent experience,no_enrollment,Phd,20,52,0
0.92,Male,No relevent experience,Full time course,High School,6,21,0
0.923,Female,Has relevent experience,no_enrollment,Graduate,10,160,1
0.915,Male,Has relevent experience,no_enrollment,Graduate,3,68,0
0.884,Male,Has relevent experience,no_enrollment,Masters,16,31,0
0.624,Male,Has relevent experience,Full time course,Graduate,6,13,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,109,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,54,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,182,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,45,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,10,101,1
0.91,Male,No relevent experience,no_enrollment,Graduate,1,16,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,14,4,0
0.624,Male,Has relevent experience,Full time course,Masters,3,45,0
0.939,Male,Has relevent experience,no_enrollment,Masters,1,53,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,45,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,66,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,160,0
0.89,Male,Has relevent experience,Full time course,Graduate,5,31,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,5,149,0
0.624,Male,Has relevent experience,no_enrollment,Masters,6,15,1
0.92,Male,Has relevent experience,no_enrollment,Primary School,5,31,0
0.92,Male,No relevent experience,Full time course,Graduate,6,2,1
0.926,Male,No relevent experience,Part time course,Graduate,1,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,9,0
0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,8,135,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,5,24,1
0.682,Male,Has relevent experience,no_enrollment,Graduate,20,31,0
0.921,Male,No relevent experience,Full time course,Graduate,10,48,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,15,36,0
0.92,Male,No relevent experience,no_enrollment,Masters,20,56,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,62,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,11,143,0
0.855,Male,Has relevent experience,Full time course,Graduate,4,25,0
0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,3,9,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,10,79,0
0.624,Male,No relevent experience,no_enrollment,Masters,7,28,0
0.624,Male,No relevent experience,Full time course,Graduate,3,19,1
0.92,Male,No relevent experience,no_enrollment,Graduate,20,216,1
0.92,Male,No relevent experience,no_enrollment,Graduate,5,6,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,18,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,24,0
0.887,Male,Has relevent experience,Full time course,Graduate,10,116,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,106,0
0.624,Male,No relevent experience,Full time course,Graduate,2,51,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,40,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,10,26,0
0.698,Female,Has relevent experience,no_enrollment,Masters,6,178,0
0.555,Male,No relevent experience,Full time course,Graduate,7,102,1
0.836,Male,Has relevent experience,no_enrollment,Masters,15,124,0
0.897,Male,Has relevent experience,no_enrollment,Masters,15,34,0
0.897,Male,Has relevent experience,Full time course,Masters,13,18,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,158,0
0.924,Male,No relevent experience,Full time course,High School,4,102,1
0.899,Male,Has relevent experience,no_enrollment,Masters,6,37,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,3,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,59,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,1,4,1
0.855,Male,Has relevent experience,no_enrollment,Masters,12,50,0
0.698,Male,No relevent experience,no_enrollment,Graduate,20,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,82,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,90,0
0.92,Male,Has relevent experience,Part time course,Graduate,20,88,0
0.624,Male,Has relevent experience,Full time course,Masters,4,28,1
0.698,Male,Has relevent experience,Full time course,Graduate,6,56,0
0.7390000000000001,Male,No relevent experience,Full time course,Masters,5,50,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,11,29,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,10,36,0
0.897,Male,Has relevent experience,Part time course,Masters,16,19,0
0.92,Male,Has relevent experience,Full time course,Graduate,2,54,0
0.92,Male,No relevent experience,no_enrollment,Primary School,5,35,0
0.899,Male,No relevent experience,Full time course,Graduate,2,28,0
0.897,Male,Has relevent experience,no_enrollment,Masters,20,55,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,2,148,1
0.802,Male,Has relevent experience,no_enrollment,Graduate,13,19,0
0.855,Male,Has relevent experience,no_enrollment,Masters,7,112,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,65,1
0.855,Male,Has relevent experience,no_enrollment,Masters,15,10,0
0.624,Female,No relevent experience,no_enrollment,Graduate,5,68,1
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,5,4,0
0.856,Male,Has relevent experience,Full time course,Graduate,8,18,1
0.794,Male,No relevent experience,no_enrollment,Graduate,2,7,1
0.887,Male,Has relevent experience,no_enrollment,High School,4,45,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,106,0
0.866,Male,No relevent experience,Full time course,Graduate,4,87,0
0.754,Male,Has relevent experience,no_enrollment,Masters,20,92,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,16,25,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,88,0
0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,3,26,1
0.924,Male,No relevent experience,no_enrollment,Masters,11,8,0
0.754,Male,No relevent experience,Full time course,Graduate,3,39,1
0.624,Male,Has relevent experience,no_enrollment,Masters,4,157,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,20,72,0
0.754,Male,Has relevent experience,Part time course,Graduate,7,290,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,48,1
0.8270000000000001,Male,No relevent experience,Full time course,High School,8,214,0
0.738,Male,No relevent experience,no_enrollment,Phd,20,50,1
0.899,Male,Has relevent experience,no_enrollment,Graduate,20,28,0
0.92,Male,No relevent experience,no_enrollment,Graduate,9,49,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,107,0
0.893,Male,No relevent experience,Full time course,Masters,7,35,0
0.92,Male,No relevent experience,no_enrollment,Masters,15,8,0
0.55,Male,Has relevent experience,Full time course,Graduate,4,26,1
0.624,Male,No relevent experience,no_enrollment,High School,1,23,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,10,31,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,2,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,43,0
0.624,Male,Has relevent experience,no_enrollment,Masters,6,100,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,50,0
0.897,Male,Has relevent experience,no_enrollment,Masters,15,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,8,0
0.92,Male,Has relevent experience,Part time course,Graduate,20,8,0
0.92,Male,No relevent experience,Part time course,Graduate,19,21,0
0.899,Female,Has relevent experience,no_enrollment,Graduate,16,144,0
0.92,Male,No relevent experience,no_enrollment,Masters,20,80,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,55,0
0.804,Other,Has relevent experience,no_enrollment,Graduate,18,37,1
0.743,Male,Has relevent experience,no_enrollment,Masters,6,31,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,22,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,4,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,77,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,40,1
0.887,Male,Has relevent experience,no_enrollment,Graduate,2,218,0
0.698,Male,No relevent experience,Full time course,Graduate,3,117,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,11,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,41,0
0.92,Male,No relevent experience,no_enrollment,High School,4,21,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,18,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,15,0
0.893,Male,No relevent experience,Full time course,High School,2,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,14,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,11,8,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,18,65,0
0.926,Male,Has relevent experience,no_enrollment,Masters,7,43,0
0.8270000000000001,Male,No relevent experience,no_enrollment,Phd,20,16,0
0.92,Male,No relevent experience,Full time course,High School,9,55,1
0.926,Male,No relevent experience,Full time course,Graduate,11,33,1
0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,12,30,0
0.74,Male,Has relevent experience,no_enrollment,Graduate,20,28,0
0.847,Male,Has relevent experience,no_enrollment,Masters,10,59,0
0.624,Male,Has relevent experience,Full time course,Graduate,3,106,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,2,0
0.516,Female,No relevent experience,no_enrollment,Graduate,3,46,1
0.925,Female,No relevent experience,Full time course,Graduate,4,19,1
0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,1,64,1
0.555,Male,Has relevent experience,no_enrollment,Masters,12,25,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,10,14,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,2,72,0
0.804,Female,Has relevent experience,no_enrollment,Graduate,5,62,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,5,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,20,26,0
0.92,Male,Has relevent experience,no_enrollment,Phd,20,74,0
0.624,Female,No relevent experience,Full time course,Graduate,1,66,1
0.92,Female,Has relevent experience,Full time course,Graduate,7,157,1
0.7659999999999999,Female,Has relevent experience,no_enrollment,Masters,14,112,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,88,1
0.775,Female,Has relevent experience,no_enrollment,Graduate,7,96,1
0.92,Male,Has relevent experience,Part time course,Graduate,8,19,1
0.91,Female,No relevent experience,no_enrollment,Masters,20,63,1
0.924,Male,No relevent experience,Full time course,Graduate,7,53,0
0.92,Male,No relevent experience,no_enrollment,Graduate,20,28,1
0.913,Male,Has relevent experience,no_enrollment,Graduate,9,54,0
0.926,Male,Has relevent experience,no_enrollment,High School,9,106,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,16,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,16,45,0
0.804,Male,Has relevent experience,no_enrollment,Masters,8,2,0
0.91,Male,Has relevent experience,no_enrollment,High School,8,166,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,5,96,0
0.91,Female,Has relevent experience,no_enrollment,Masters,15,112,0
0.895,Male,No relevent experience,Full time course,Masters,10,94,0
0.939,Male,No relevent experience,no_enrollment,High School,19,56,0
0.804,Other,No relevent experience,Full time course,High School,2,15,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,15,0
0.92,Male,No relevent experience,no_enrollment,High School,4,37,0
0.866,Male,No relevent experience,Full time course,Masters,5,31,0
0.855,Male,Has relevent experience,Full time course,Masters,14,30,0
0.92,Male,Has relevent experience,Full time course,Graduate,3,56,0
0.804,Male,No relevent experience,Full time course,High School,8,64,0
0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,4,104,1
0.903,Male,Has relevent experience,no_enrollment,Graduate,6,60,0
0.698,Male,Has relevent experience,no_enrollment,Masters,7,48,0
0.754,Male,Has relevent experience,Part time course,Graduate,20,68,1
0.738,Male,Has relevent experience,no_enrollment,Graduate,2,12,0
0.624,Male,No relevent experience,no_enrollment,Graduate,3,39,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,166,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,11,152,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,99,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,3,121,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,9,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,56,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,56,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,16,46,0
